,playerName,seasonStartYear,salary,inflationAdjSalary,birthDate,startYear,position,height,weight
10101,Arron Afflalo,2017,"$5,328,652","$5,910,364",1985-10-15,2008.0,G-F,6-5,210.0
10102,Anthony Tolliver,2017,"$5,290,000","$5,867,492",1985-06-01,2009.0,F-C,6-8,240.0
10103,Thabo Sefolosha,2017,"$5,250,000","$5,823,126",1984-05-02,2007.0,G-F,6-6,215.0
10104,Jason Smith,2017,"$5,225,000","$5,795,397",1986-03-02,2008.0,F-C,7-0,240.0
10105,Ben McLemore,2017,"$5,200,000","$5,767,668",1993-02-11,2014.0,G,6-3,195.0
10106,Nick Young,2017,"$5,192,000","$5,758,795",1985-06-01,2008.0,G-F,6-7,210.0
10107,Patrick Patterson,2017,"$5,192,000","$5,758,795",1989-03-14,2011.0,F,6-8,235.0
10108,Josh Jackson,2017,"$5,090,040","$5,645,704",1997-02-10,2018.0,F-G,6-8,207.0
10109,Mike Muscala,2017,"$5,000,000","$5,545,834",1991-07-01,2014.0,F-C,6-10,240.0
10110,Marcus Morris,2017,"$5,000,000","$5,545,834",1989-09-02,2012.0,F,6-8,218.0
10111,Dirk Nowitzki,2017,"$5,000,000","$5,545,834",1978-06-19,1999.0,F,7-0,245.0
10112,Larry Sanders,2017,"$5,000,000","$5,545,834",1988-11-21,2011.0,C-F,6-11,235.0
10113,Jahlil Okafor,2017,"$4,995,120","$5,540,422",1995-12-15,2016.0,C-F,6-10,270.0
10114,Dante Exum,2017,"$4,992,385","$5,537,388",1995-07-13,2015.0,G,6-5,214.0
10115,Alexis Ajinca,2017,"$4,961,798","$5,503,462",,,,,
10116,Jaylen Brown,2017,"$4,956,480","$5,497,564",1996-10-24,2017.0,F-G,6-6,223.0
10117,Richard Jefferson,2017,"$4,828,652","$5,355,780",1980-06-21,2002.0,F,6-7,233.0
10118,Sean Kilpatrick,2017,"$4,774,445","$5,295,654",1990-01-06,2015.0,G,6-4,210.0
10119,Kyle Singler,2017,"$4,666,500","$5,175,927",1988-05-04,2013.0,F,6-8,228.0
10120,De'Aaron Fox,2017,"$4,609,200","$5,112,372",1997-12-20,2018.0,G,6-3,185.0
10121,Marcus Smart,2017,"$4,538,019","$5,033,420",1994-03-06,2015.0,G,6-3,220.0
10122,Kristaps Porzingis,2017,"$4,503,600","$4,995,244",,,,,
10123,Justin Holiday,2017,"$4,500,000","$4,991,251",1989-04-05,2013.0,F,6-6,180.0
10124,Dragan Bender,2017,"$4,468,800","$4,956,645",1997-11-17,2017.0,F,7-0,225.0
10125,Devin Harris,2017,"$4,402,546","$4,883,158",1983-02-27,2005.0,G,6-3,185.0
10126,Ron Baker,2017,"$4,328,000","$4,800,474",1993-03-30,2017.0,G,6-4,220.0
10127,Aron Baynes,2017,"$4,300,000","$4,769,418",1986-12-09,2013.0,C,6-10,260.0
10128,Nerlens Noel,2017,"$4,187,599","$4,644,746",1994-04-10,2015.0,C-F,6-11,220.0
10129,Alex Len,2017,"$4,187,599","$4,644,746",1993-06-16,2014.0,C,7-0,250.0
10130,Jonathan Isaac,2017,"$4,186,320","$4,643,327",1997-10-03,2018.0,F,6-11,230.0
10131,Lance Stephenson,2017,"$4,180,000","$4,636,318",1990-09-05,2011.0,G-F,6-6,230.0
10132,Julius Randle,2017,"$4,149,242","$4,602,202",1994-11-29,2015.0,F-C,6-8,250.0
10133,Kyle O'Quinn,2017,"$4,087,500","$4,533,720",1990-03-26,2013.0,F-C,6-9,250.0
10134,Mario Hezonja,2017,"$4,078,320","$4,523,537",1995-02-25,2016.0,F-G,6-8,220.0
10135,Kris Dunn,2017,"$4,046,760","$4,488,532",1994-03-18,2017.0,G,6-3,205.0
10136,Noah Vonleh,2017,"$4,031,018","$4,471,072",1995-08-24,2015.0,F,6-10,257.0
10137,Jonas Jerebko,2017,"$4,000,000","$4,436,667",1987-03-02,2010.0,F,6-10,231.0
10138,Nemanja Bjelica,2017,"$3,950,000","$4,381,209",1988-05-09,2016.0,F,6-10,234.0
10139,Jose Juan Barea,2017,"$3,903,900","$4,330,077",,,,,
10140,Quincy Pondexter,2017,"$3,853,931","$4,274,653",1988-03-10,2011.0,G-F,6-7,230.0
10141,Lauri Markkanen,2017,"$3,821,640","$4,238,836",1997-05-22,2018.0,F-C,7-0,240.0
10142,Nik Stauskas,2017,"$3,807,146","$4,222,760",1993-10-07,2015.0,G,6-6,205.0
10143,Willie Cauley-Stein,2017,"$3,704,160","$4,108,531",1993-08-18,2016.0,F-C,7-0,240.0
10144,Paul Pierce,2017,"$3,679,840","$4,081,557",1977-10-13,1999.0,F-G,6-7,235.0
10145,Buddy Hield,2017,"$3,675,480","$4,076,721",1992-12-17,2017.0,G,6-4,220.0
10146,Will Barton,2017,"$3,533,333","$3,919,056",1991-01-06,2013.0,G,6-6,181.0
10147,Frank Ntilikina,2017,"$3,501,120","$3,883,326",1998-07-28,2018.0,G,6-4,200.0
10148,Lavoy Allen,2017,"$3,500,000","$3,882,084",1989-02-04,2012.0,F-C,6-9,260.0
10149,Zaza Pachulia,2017,"$3,477,600","$3,857,239",1984-02-10,2004.0,C,6-11,270.0
10150,Nenê,2017,"$3,477,600","$3,857,239",1982-09-13,2003.0,F-C,6-11,250.0
10151,Troy Daniels,2017,"$3,408,520","$3,780,617",1991-07-15,2014.0,G,6-4,200.0
10152,Emmanuel Mudiay,2017,"$3,381,480","$3,750,625",1996-03-05,2016.0,G,6-3,200.0
10153,Jamal Murray,2017,"$3,355,320","$3,721,610",1997-02-23,2017.0,G,6-3,215.0
10154,Elfrid Payton,2017,"$3,332,340","$3,696,121",1994-02-22,2015.0,G,6-3,195.0
10155,Doug McDermott,2017,"$3,294,994","$3,654,698",1992-01-03,2015.0,F,6-7,225.0
10156,Tarik Black,2017,"$3,290,000","$3,649,159",1991-11-22,2015.0,C-F,6-9,250.0
10157,Tyreke Evans,2017,"$3,290,000","$3,649,159",1989-09-19,2010.0,G-F,6-6,220.0
10158,Jodie Meeks,2017,"$3,290,000","$3,649,159",1987-08-21,2010.0,G,6-4,210.0
10159,Dennis Smith,2017,"$3,218,280","$3,569,609",,,,,
10160,Zach LaVine,2017,"$3,202,217","$3,551,793",1995-03-10,2015.0,G-F,6-5,200.0
10161,Ekpe Udoh,2017,"$3,200,000","$3,549,334",1987-05-20,2011.0,C-F,6-10,245.0
10162,TJ Warren,2017,"$3,152,930","$3,497,125",,,,,
10163,Stanley Johnson,2017,"$3,097,800","$3,435,977",1996-05-29,2016.0,F,6-6,242.0
10164,Thon Maker,2017,"$3,086,784","$3,423,758",1997-02-25,2017.0,F-C,7-0,221.0
10165,Marquese Chriss,2017,"$3,073,800","$3,409,357",1997-07-02,2017.0,F,6-9,240.0
10166,Zach Collins,2017,"$3,057,240","$3,390,989",1997-11-19,2018.0,C-F,6-11,250.0
10167,Seth Curry,2017,"$3,028,410","$3,359,012",1990-08-23,2014.0,G,6-2,185.0
10168,James Ennis,2017,"$3,028,410","$3,359,012",,,,,
10169,Mindaugas Kuzminskas,2017,"$3,028,410","$3,359,012",1989-10-19,2017.0,F,6-9,215.0
10170,Tomas Satoransky,2017,"$3,000,000","$3,327,500",,,,,
10171,Ramon Sessions,2017,"$2,986,463","$3,312,485",1986-04-11,2008.0,G,6-3,190.0
10172,Jusuf Nurkic,2017,"$2,947,304","$3,269,052",,,,,
10173,Lucas Nogueira,2017,"$2,947,304","$3,269,052",1992-07-26,2015.0,C,7-0,241.0
10174,Malik Monk,2017,"$2,904,480","$3,221,553",1998-02-04,2018.0,G,6-3,200.0
10175,Frank Kaminsky,2017,"$2,847,600","$3,158,463",1993-04-04,2016.0,F-C,7-0,240.0
10176,Andrew Nicholson,2017,"$2,844,429","$3,154,946",1989-12-08,2013.0,F,6-9,250.0
10177,Jakob Poeltl,2017,"$2,825,640","$3,134,106",1995-10-15,2017.0,C,7-1,245.0
10178,Luke Kennard,2017,"$2,759,280","$3,060,502",1996-06-24,2018.0,G,6-5,206.0
10179,Justise Winslow,2017,"$2,705,040","$3,000,341",1996-03-26,2016.0,F,6-6,222.0
10180,Michael Carter-Williams,2017,"$2,700,000","$2,994,750",1991-10-10,2014.0,G,6-5,190.0
10181,Cedi Osman,2017,"$2,642,857","$2,931,369",1995-04-08,2018.0,F,6-7,230.0
10182,Donovan Mitchell,2017,"$2,621,280","$2,907,437",1996-09-07,2018.0,G,6-1,215.0
10183,Gary Harris,2017,"$2,550,055","$2,828,436",1994-09-14,2015.0,G,6-4,210.0
10184,Domantas Sabonis,2017,"$2,550,000","$2,828,375",1996-05-03,2017.0,F-C,6-11,240.0
10185,Derrick Rose,2017,"$2,533,488","$2,810,060",1988-10-04,2009.0,G,6-2,200.0
10186,Malcolm Delaney,2017,"$2,500,000","$2,772,917",1989-03-11,2017.0,G,6-3,190.0
10187,Reggie Bullock,2017,"$2,500,000","$2,772,917",1991-03-16,2014.0,G-F,6-6,205.0
10188,Manu Ginobili,2017,"$2,500,000","$2,772,917",,,,,
10189,Bam Adebayo,2017,"$2,490,360","$2,762,225",1997-07-18,2018.0,C-F,6-9,255.0
10190,Georgios Papagiannis,2017,"$2,486,757","$2,758,228",1997-07-03,2017.0,C,7-1,240.0
10191,Myles Turner,2017,"$2,483,040","$2,754,106",1996-03-24,2016.0,C-F,6-11,250.0
10192,Bruno Caboclo,2017,"$2,451,224","$2,718,816",1995-09-21,2015.0,F-C,6-9,218.0
10193,Ronnie Price,2017,"$2,442,455","$2,709,090",1983-06-21,2006.0,G,6-2,190.0
10194,Trey Lyles,2017,"$2,441,400","$2,707,920",1995-11-05,2016.0,F,6-9,234.0
10195,Taurean Prince,2017,"$2,422,560","$2,687,023",1994-03-22,2017.0,F,6-7,218.0
10196,Dario Saric,2017,"$2,422,560","$2,687,023",,,,,
10197,Rodney Hood,2017,"$2,386,864","$2,647,430",1992-10-20,2015.0,G-F,6-8,208.0
10198,Justin Jackson,2017,"$2,365,560","$2,623,801",1995-03-28,2018.0,G-F,6-8,220.0
10199,Shabazz Napier,2017,"$2,361,359","$2,619,141",1991-07-14,2015.0,G,6-0,175.0
10200,Rashad Vaughn,2017,"$2,338,653","$2,593,955",1996-08-16,2016.0,G,6-6,202.0
10201,Clint Capela,2017,"$2,334,528","$2,589,381",1994-05-18,2015.0,C,6-10,240.0
10202,Jose Calderon,2017,"$2,328,652","$2,582,863",,,,,
10203,David West,2017,"$2,328,652","$2,582,863",1980-08-29,2004.0,F-C,6-9,250.0
10204,Udonis Haslem,2017,"$2,328,652","$2,582,863",1980-06-09,2004.0,F-C,6-8,235.0
10205,Jason Terry,2017,"$2,328,652","$2,582,863",1977-09-15,2000.0,G,6-2,185.0
10206,Jarrett Jack,2017,"$2,328,652","$2,582,863",1983-10-28,2006.0,G,6-3,200.0
10207,Raymond Felton,2017,"$2,328,652","$2,582,863",1984-06-26,2006.0,G,6-1,205.0
10208,Nick Collison,2017,"$2,328,652","$2,582,863",1980-10-26,2005.0,F,6-10,255.0
10209,Devin Booker,2017,"$2,319,360","$2,572,557",1996-10-30,2016.0,G,6-5,206.0
10210,Dante Cunningham,2017,"$2,300,000","$2,551,084",1987-04-22,2010.0,F,6-8,230.0
10211,Wade Baldwin,2017,"$2,254,292","$2,500,385",1996-03-29,2017.0,G,6-4,200.0
10212,Guerschon Yabusele,2017,"$2,247,480","$2,492,830",1995-12-17,2018.0,F,6-8,260.0
10213,Justin Patton,2017,"$2,247,480","$2,492,830",1997-06-14,2018.0,C,6-11,241.0
10214,Monta Ellis,2017,"$2,245,400","$2,490,523",1985-10-26,2006.0,G,6-3,185.0
10215,Cameron Payne,2017,"$2,203,440","$2,443,982",1994-08-08,2016.0,G,6-1,183.0
10216,Denzel Valentine,2017,"$2,186,400","$2,425,082",1993-11-16,2017.0,G,6-4,220.0
10217,Kyle Anderson,2017,"$2,151,704","$2,386,599",1993-09-20,2015.0,F-G,6-9,230.0
10218,DJ Wilson,2017,"$2,135,040","$2,368,115",,,,,
10219,Jeff Green,2017,"$2,116,955","$2,348,056",1986-08-28,2008.0,F,6-8,235.0
10220,JaVale McGee,2017,"$2,116,955","$2,348,056",1988-01-19,2009.0,C,7-0,270.0
10221,Luc Mbah a Moute,2017,"$2,116,955","$2,348,056",1986-09-09,2009.0,F,6-8,230.0
10222,Aaron Brooks,2017,"$2,116,955","$2,348,056",1985-01-14,2008.0,G,6-0,161.0
10223,Michael Beasley,2017,"$2,116,955","$2,348,056",1989-01-09,2009.0,F,6-9,235.0
10224,Marreese Speights,2017,"$2,116,955","$2,348,056",1987-08-04,2009.0,C-F,6-10,255.0
10225,Omri Casspi,2017,"$2,106,470","$2,336,426",1988-06-22,2010.0,F,6-9,225.0
10226,Mario Chalmers,2017,"$2,106,407","$2,336,357",1986-05-19,2009.0,G,6-2,190.0
10227,Darius Miller,2017,"$2,100,000","$2,329,250",1990-03-21,2013.0,F,6-6,225.0
10228,Kelly Oubre,2017,"$2,093,040","$2,321,530",,,,,
10229,Juan Hernangomez,2017,"$2,076,840","$2,303,562",,,,,
10230,TJ Leaf,2017,"$2,028,360","$2,249,789",,,,,
10231,Spencer Hawes,2017,"$2,007,058","$2,226,162",1988-04-28,2008.0,C-F,7-1,245.0
10232,Tim Frazier,2017,"$2,000,000","$2,218,333",1990-11-01,2015.0,G,6-0,170.0
10233,Terry Rozier,2017,"$1,988,520","$2,205,600",1994-03-17,2016.0,G,6-1,190.0
10234,Luke Babbitt,2017,"$1,974,159","$2,189,671",1989-06-20,2011.0,F,6-9,225.0
10235,John Collins,2017,"$1,936,920","$2,148,367",1997-09-23,2018.0,F,6-9,235.0
10236,Shabazz Muhammad,2017,"$1,924,755","$2,134,874",1992-11-13,2014.0,F-G,6-6,223.0
10237,Harry Giles,2017,"$1,859,400","$2,062,385",1998-04-22,2019.0,F-C,6-11,240.0
10238,Troy Williams,2017,"$1,842,176","$2,043,280",1994-12-30,2017.0,F,6-7,218.0
10239,Sam Dekker,2017,"$1,794,600","$1,990,511",1994-05-06,2016.0,F,6-9,230.0
10240,Terrance Ferguson,2017,"$1,785,000","$1,979,863",1998-05-17,2018.0,G-F,6-6,190.0
10241,Henry Ellenson,2017,"$1,780,800","$1,975,204",1997-01-13,2017.0,F,6-10,240.0
10242,Eric Moreland,2017,"$1,740,000","$1,929,950",1991-12-24,2015.0,F-C,6-10,238.0
10243,Jerian Grant,2017,"$1,713,840","$1,900,934",1992-10-09,2016.0,G,6-4,205.0
10244,Jarrett Allen,2017,"$1,713,720","$1,900,801",1998-04-21,2018.0,C-F,6-11,243.0
10245,Quincy Acy,2017,"$1,709,538","$1,896,163",1990-10-06,2013.0,F-C,6-7,240.0
10246,Tyler Zeller,2017,"$1,709,538","$1,896,163",1990-01-17,2013.0,F-C,7-0,253.0
10247,Jordan Crawford,2017,"$1,709,538","$1,896,163",1988-10-23,2011.0,G,6-4,195.0
10248,Mike Scott,2017,"$1,709,538","$1,896,163",1988-07-16,2013.0,F,6-7,237.0
10249,Malik Beasley,2017,"$1,700,640","$1,886,293",1996-11-26,2017.0,G,6-4,187.0
10250,Ante Zizic,2017,"$1,645,200","$1,824,801",,,,,
10251,Delon Wright,2017,"$1,645,200","$1,824,801",1992-04-26,2016.0,G,6-5,185.0
10252,OG Anunoby,2017,"$1,645,200","$1,824,801",1997-07-17,2018.0,F,6-7,232.0
10253,Caris LeVert,2017,"$1,632,480","$1,810,692",1994-08-25,2017.0,G-F,6-6,205.0
10254,Mike Dunleavy,2017,"$1,600,000","$1,774,667",1954-03-21,1977.0,G,6-3,180.0
10255,Timothe Luwawu,2017,"$1,594,590","$1,768,666",,,,,
10256,Tyler Lydon,2017,"$1,579,440","$1,751,862",1996-04-09,2018.0,F,6-10,225.0
10257,Justin Anderson,2017,"$1,579,440","$1,751,862",1993-11-19,2016.0,G,6-6,230.0
10258,Ian Clark,2017,"$1,577,230","$1,749,411",1991-03-07,2014.0,G,6-3,175.0
10259,DeAndre Bembry,2017,"$1,567,200","$1,738,286",,,,,
10260,Shane Larkin,2017,"$1,524,305","$1,690,708",1992-10-02,2014.0,G,5-11,175.0
10261,Joe Harris,2017,"$1,524,305","$1,690,708",1991-09-06,2015.0,G,6-6,220.0
10262,Spencer Dinwiddie,2017,"$1,524,305","$1,690,708",1993-04-06,2015.0,G,6-5,215.0
10263,Julyan Stone,2017,"$1,524,305","$1,690,708",1988-12-07,2012.0,G,6-6,200.0
10264,Glenn Robinson III,2017,"$1,524,305","$1,690,708",1994-01-08,2015.0,G-F,6-6,222.0
10265,Tyler Ennis,2017,"$1,524,305","$1,690,708",1994-08-24,2015.0,G,6-3,194.0
10266,Johnny O'Bryant,2017,"$1,524,305","$1,690,708",1993-06-01,2015.0,F-C,6-9,257.0
10267,Jerami Grant,2017,"$1,524,305","$1,690,708",1994-03-12,2015.0,F,6-8,210.0
10268,Joffrey Lauvergne,2017,"$1,524,305","$1,690,708",1991-09-30,2015.0,C-F,6-11,220.0
10269,Bobby Portis,2017,"$1,516,320","$1,681,852",1995-02-10,2016.0,F,6-10,250.0
10270,DeAndre Liggins,2017,"$1,505,942","$1,670,340",1988-03-31,2012.0,G,6-6,209.0
10271,Malachi Richardson,2017,"$1,504,560","$1,668,808",1996-01-05,2017.0,G,6-6,205.0
10272,Tony Allen,2017,"$1,471,382","$1,632,008",1982-01-11,2005.0,G-F,6-4,213.0
10273,Willie Reed,2017,"$1,471,382","$1,632,008",1990-05-16,2016.0,F-C,6-10,220.0
10274,Larry Nance Jr,2017,"$1,471,382","$1,632,008",,,,,
10275,Salah Mejri,2017,"$1,471,382","$1,632,008",1986-06-15,2016.0,C,7-2,235.0
10276,Nikola Jokic,2017,"$1,471,382","$1,632,008",,,,,
10277,Kevon Looney,2017,"$1,471,382","$1,632,008",1996-02-06,2016.0,F-C,6-9,222.0
10278,Joseph Young,2017,"$1,471,382","$1,632,008",,,,,
10279,Montrezl Harrell,2017,"$1,471,382","$1,632,008",1994-01-26,2016.0,F-C,6-7,240.0
10280,Jarell Martin,2017,"$1,471,382","$1,632,008",1994-05-24,2016.0,F,6-10,239.0
10281,Josh Richardson,2017,"$1,471,382","$1,632,008",1993-09-15,2016.0,G,6-5,200.0
10282,Jordan Mickey,2017,"$1,471,382","$1,632,008",1994-07-09,2016.0,F,6-8,235.0
10283,Tyus Jones,2017,"$1,471,382","$1,632,008",1996-05-10,2016.0,G,6-0,196.0
10284,Josh Huestis,2017,"$1,471,382","$1,632,008",1991-12-19,2016.0,F,6-7,230.0
10285,Richaun Holmes,2017,"$1,471,382","$1,632,008",1993-10-15,2016.0,F-C,6-10,235.0
10286,TJ McConnell,2017,"$1,471,382","$1,632,008",,,,,
10287,Pat Connaughton,2017,"$1,471,382","$1,632,008",1993-01-06,2016.0,G,6-5,209.0
10288,Norman Powell,2017,"$1,471,382","$1,632,008",1993-05-25,2016.0,G,6-3,215.0
10289,Raul Neto,2017,"$1,471,382","$1,632,008",1992-05-19,2016.0,G,6-1,180.0
10290,Chris McCullough,2017,"$1,471,382","$1,632,008",1995-02-05,2016.0,F,6-11,200.0
10291,Furkan Korkmaz,2017,"$1,465,920","$1,625,950",1997-07-24,2018.0,G,6-7,202.0
10292,Caleb Swanigan,2017,"$1,465,920","$1,625,950",1997-04-18,2018.0,F,6-9,260.0
10293,Okaro White,2017,"$1,460,927","$1,620,411",1992-08-13,2017.0,F,6-8,205.0
10294,Rondae Hollis-Jefferson,2017,"$1,455,720","$1,614,636",1995-01-03,2016.0,F,6-6,217.0
10295,Willy Hernangomez,2017,"$1,435,750","$1,592,486",,,,,
10296,Kyle Kuzma,2017,"$1,423,560","$1,578,965",1995-07-24,2018.0,F,6-9,221.0
10297,Tony Bradley,2017,"$1,414,920","$1,569,382",1998-01-08,2018.0,F-C,6-10,248.0
10298,Derrick White,2017,"$1,404,600","$1,557,935",1994-07-02,2018.0,G,6-4,190.0
10299,Josh Hart,2017,"$1,394,520","$1,546,755",1995-03-06,2018.0,G,6-5,215.0
10300,Gerald Green,2017,"$1,381,403","$1,532,206",1986-01-26,2006.0,G-F,6-6,205.0
10301,Brice Johnson,2017,"$1,331,160","$1,476,478",1994-06-27,2017.0,F,6-10,230.0
10302,Diamond Stone,2017,"$1,312,611","$1,455,904",1997-02-10,2017.0,C,6-11,255.0
10303,Isaiah Taylor,2017,"$1,312,611","$1,455,904",1994-07-11,2017.0,G,6-3,170.0
10304,Sheldon Mac,2017,"$1,312,611","$1,455,904",1992-12-21,2017.0,G,6-5,200.0
10305,Isaiah Whitehead,2017,"$1,312,611","$1,455,904",1995-03-08,2017.0,G,6-4,213.0
10306,Treveon Graham,2017,"$1,312,611","$1,455,904",1993-10-28,2017.0,G,6-5,219.0
10307,Paul Zipser,2017,"$1,312,611","$1,455,904",1994-02-18,2017.0,G-F,6-8,215.0
10308,David Nwaba,2017,"$1,312,611","$1,455,904",1993-01-14,2017.0,G,6-5,219.0
10309,Dorian Finney-Smith,2017,"$1,312,611","$1,455,904",1993-05-04,2017.0,F,6-7,220.0
10310,Yogi Ferrell,2017,"$1,312,611","$1,455,904",1993-05-09,2017.0,G,6-0,178.0
10311,Patrick McCaw,2017,"$1,312,611","$1,455,904",1995-10-25,2017.0,G,6-7,181.0
10312,Damian Jones,2017,"$1,312,611","$1,455,904",1995-06-30,2017.0,F-C,6-11,245.0
10313,Chinanu Onuaku,2017,"$1,312,611","$1,455,904",1996-11-01,2017.0,F-C,6-10,245.0
10314,Ivica Zubac,2017,"$1,312,611","$1,455,904",1997-03-18,2017.0,C,7-0,240.0
10315,Deyonta Davis,2017,"$1,312,611","$1,455,904",1996-12-02,2017.0,C-F,6-11,237.0
10316,Andrew Harrison,2017,"$1,312,611","$1,455,904",1994-10-28,2017.0,G,6-6,213.0
10317,Wayne Selden,2017,"$1,312,611","$1,455,904",1994-09-30,2017.0,G-F,6-5,230.0
10318,Rodney McGruder,2017,"$1,312,611","$1,455,904",1991-07-29,2017.0,G,6-4,205.0
10319,AJ Hammons,2017,"$1,312,611","$1,455,904",,,,,
10320,Malcolm Brogdon,2017,"$1,312,611","$1,455,904",1992-12-11,2017.0,G,6-5,229.0
10321,Marcus Georges-Hunt,2017,"$1,312,611","$1,455,904",1994-03-28,2017.0,G,6-5,216.0
10322,Cheick Diallo,2017,"$1,312,611","$1,455,904",1996-09-13,2017.0,F,6-8,219.0
10323,Chasson Randle,2017,"$1,312,611","$1,455,904",1993-02-05,2017.0,G,6-2,185.0
10324,Tyler Ulis,2017,"$1,312,611","$1,455,904",1996-01-05,2017.0,G,5-10,160.0
10325,Jake Layman,2017,"$1,312,611","$1,455,904",1994-03-07,2017.0,F,6-8,209.0
10326,Skal Labissiere,2017,"$1,312,611","$1,455,904",,,,,
10327,Dejounte Murray,2017,"$1,312,611","$1,455,904",1996-09-19,2017.0,G,6-4,180.0
10328,Bryn Forbes,2017,"$1,312,611","$1,455,904",1993-07-23,2017.0,G,6-2,205.0
10329,Davis Bertans,2017,"$1,312,611","$1,455,904",,,,,
10330,Pascal Siakam,2017,"$1,312,611","$1,455,904",1994-04-02,2017.0,F,6-9,230.0
10331,Fred VanVleet,2017,"$1,312,611","$1,455,904",1994-02-25,2017.0,G,6-1,197.0
10332,Semi Ojeleye,2017,"$1,291,892","$1,432,923",1994-12-05,2018.0,F,6-6,240.0
10333,Livio Jean-Charles,2017,"$1,242,240","$1,377,851",,,,,
10334,Bobby Brown,2017,"$1,231,500","$1,365,939",1984-09-24,2009.0,G,6-2,175.0
10335,Frank Mason,2017,"$1,184,385","$1,313,680",,,,,
10336,Abdel Nader,2017,"$1,167,333","$1,294,767",1993-09-25,2018.0,F,6-5,225.0
10337,Isaiah Canaan,2017,"$1,113,863","$1,235,459",1991-05-21,2014.0,G,6-0,201.0
10338,Damyean Dotson,2017,"$1,100,000","$1,220,083",1994-05-06,2018.0,G,6-5,210.0
10339,Andrew Bogut,2017,"$1,078,810","$1,196,580",1984-11-28,2006.0,C,7-0,260.0
10340,Wesley Iwundu,2017,"$1,050,000","$1,164,625",,,,,
10341,Gerald Henderson,2017,"$1,000,000","$1,109,166",1956-01-16,1980.0,G,6-2,175.0
10342,Festus Ezeli,2017,"$1,000,000","$1,109,166",1989-10-21,2013.0,C,6-11,255.0
10343,Justin Hamilton,2017,"$1,000,000","$1,109,166",1990-04-01,2014.0,C,7-0,260.0
10344,Damien Wilkins,2017,"$992,696","$1,101,065",1980-01-11,2005.0,F-G,6-6,225.0
10345,Ike Anigbogu,2017,"$950,000","$1,053,708",1998-10-17,2018.0,F-C,6-10,250.0
10346,Rade Zagorac,2017,"$950,000","$1,053,708",,,,,
10347,Ivan Rabb,2017,"$950,000","$1,053,708",1997-02-04,2018.0,F,6-10,220.0
10348,Jason Thompson,2017,"$893,333","$990,855",1986-07-21,2009.0,F-C,6-11,250.0
10349,Tyler Dorsey,2017,"$815,615","$904,653",1996-02-18,2018.0,G,6-5,183.0
10350,Daniel Theis,2017,"$815,615","$904,653",1992-04-04,2018.0,C,6-8,245.0
10351,Dwayne Bacon,2017,"$815,615","$904,653",1995-08-30,2018.0,G,6-6,221.0
10352,Maxi Kleber,2017,"$815,615","$904,653",1992-01-29,2018.0,F,6-10,240.0
10353,Jordan Bell,2017,"$815,615","$904,653",1995-01-07,2018.0,F,6-8,216.0
10354,Zhou Qi,2017,"$815,615","$904,653",1996-01-16,2018.0,F-C,7-1,210.0
10355,Jawun Evans,2017,"$815,615","$904,653",1996-07-26,2018.0,G,6-0,185.0
10356,Sindarius Thornwell,2017,"$815,615","$904,653",1994-11-15,2018.0,G,6-4,215.0
10357,Thomas Bryant,2017,"$815,615","$904,653",1997-07-31,2018.0,C,6-10,248.0
10358,Dillon Brooks,2017,"$815,615","$904,653",1996-01-22,2018.0,F-G,6-7,225.0
10359,Sterling Brown,2017,"$815,615","$904,653",1995-02-10,2018.0,G,6-5,219.0
10360,Frank Jackson,2017,"$815,615","$904,653",1998-05-04,2019.0,G,6-3,205.0
10361,Dakari Johnson,2017,"$815,615","$904,653",1995-09-22,2018.0,C,7-0,255.0
10362,Khem Birch,2017,"$815,615","$904,653",1992-09-28,2018.0,C-F,6-9,233.0
10363,Davon Reed,2017,"$815,615","$904,653",1995-06-11,2018.0,G,6-5,208.0
10364,Brandon Paul,2017,"$815,615","$904,653",1991-04-30,2018.0,G,6-4,200.0
10365,Alfonzo McKinnie,2017,"$815,615","$904,653",1992-09-17,2018.0,F,6-7,215.0
10366,Royce O'Neale,2017,"$815,615","$904,653",1993-06-05,2018.0,F,6-4,226.0
10367,Emeka Okafor,2017,"$813,293","$902,077",1982-09-28,2005.0,C-F,6-10,252.0
10368,Trey Burke,2017,"$784,160","$869,764",1992-11-12,2014.0,G,6-0,185.0
10369,Alex Poythress,2017,"$778,668","$863,672",1993-09-06,2017.0,F,6-9,235.0
10370,Dwight Buycks,2017,"$748,160","$829,834",1989-03-06,2014.0,G,6-3,190.0
10371,Joel Bolomboy,2017,"$708,200","$785,511",1994-01-28,2017.0,F,6-9,235.0
10372,Kyle Collinsworth,2017,"$595,702","$660,732",1991-10-03,2018.0,G-F,6-6,210.0
10373,Jeff Withey,2017,"$593,780","$658,601",1990-03-07,2014.0,C,7-0,231.0
10374,Kay Felder,2017,"$551,866","$612,111",1995-03-29,2017.0,G,5-9,176.0
10375,Michael Gbinije,2017,"$500,000","$554,583",1992-06-05,2017.0,G,6-7,200.0
10376,Leandro Barbosa,2017,"$500,000","$554,583",1982-11-28,2004.0,G,6-3,194.0
10377,Derrick Jones,2017,"$462,875","$513,405",,,,,
10378,Nicolas Brussino,2017,"$393,041","$435,948",,,,,
10379,Antonius Cleveland,2017,"$384,116","$426,047",1994-02-02,2018.0,G,6-5,195.0
10380,Brandon Jennings,2017,"$380,830","$422,404",1989-09-23,2010.0,G,6-1,170.0
