,playerName,seasonStartYear,salary,inflationAdjSalary,birthDate,startYear,position,height,weight,MP,PTS,Age,team,games,games_started,PER,FTr,AST,STL,TRB,FT,3P,FG,position_enc,team_enc,height_enc
8371,Josh Smith,2014,"$14,945,778","$17,037,244",1985-12-05,2005.0,F,6-9,225.0,2730.0,1264.0,28.0,DET,77.0,76.0,14.1,0.244,252.0,105.0,520.0,160.0,70.0,517.0,2,10,17
8372,Roy Hibbert,2014,"$14,898,938","$16,983,850",1986-12-11,2009.0,C,7-2,270.0,2409.0,871.0,27.0,IND,81.0,81.0,13.5,0.357,91.0,29.0,538.0,207.0,2.0,331.0,0,13,20
8373,Jeremy Lin,2014,"$14,898,938","$16,983,850",1988-08-23,2011.0,G,6-3,200.0,2054.0,890.0,25.0,HOU,71.0,33.0,14.3,0.4,294.0,68.0,187.0,218.0,82.0,295.0,5,12,11
8374,Eric Gordon,2014,"$14,898,938","$16,983,850",1988-12-25,2009.0,G-F,6-3,215.0,2057.0,988.0,25.0,NOP,64.0,64.0,14.9,0.273,208.0,74.0,165.0,175.0,101.0,356.0,6,23,11
8375,Omer Asik,2014,"$14,898,938","$16,983,850",,,,,,968.0,280.0,27.0,HOU,48.0,19.0,14.0,0.663,25.0,14.0,378.0,78.0,0.0,101.0,-1,12,-1
8376,Gordon Hayward,2014,"$14,746,000","$16,809,510",1990-03-23,2011.0,F-G,6-7,225.0,2800.0,1248.0,23.0,UTA,77.0,77.0,16.2,0.369,400.0,110.0,391.0,311.0,85.0,426.0,4,35,15
8377,Chandler Parsons,2014,"$14,700,000","$16,757,073",1988-10-25,2012.0,F,6-9,230.0,2783.0,1226.0,25.0,HOU,74.0,74.0,15.9,0.224,298.0,88.0,409.0,164.0,130.0,466.0,2,12,17
8378,James Harden,2014,"$14,693,906","$16,750,126",1989-08-26,2010.0,G,6-5,220.0,2777.0,1851.0,24.0,HOU,73.0,73.0,23.5,0.552,446.0,115.0,344.0,576.0,177.0,549.0,5,12,13
8379,Tyson Chandler,2014,"$14,596,888","$16,639,532",1982-10-02,2002.0,C,7-0,235.0,1662.0,480.0,31.0,NYK,55.0,55.0,16.4,0.481,59.0,36.0,529.0,98.0,0.0,191.0,0,24,18
8380,Brandon Roy,2014,"$14,399,332","$16,414,331",1984-07-23,2007.0,G,6-6,215.0,,,,,,,,,,,,,,,5,-1,14
8381,DeMarcus Cousins,2014,"$13,701,250","$15,618,561",1990-08-13,2011.0,C-F,6-10,270.0,2298.0,1614.0,23.0,SAC,71.0,71.0,26.1,0.5,207.0,109.0,831.0,432.0,0.0,591.0,1,30,8
8382,John Wall,2014,"$13,701,250","$15,618,561",1990-09-06,2011.0,G,6-3,210.0,2980.0,1583.0,23.0,WAS,82.0,82.0,19.5,0.295,721.0,149.0,333.0,317.0,108.0,579.0,5,37,11
8383,Al Jefferson,2014,"$13,500,000","$15,389,149",1985-01-04,2005.0,C-F,6-10,289.0,2553.0,1594.0,29.0,CHA,73.0,73.0,22.7,0.201,155.0,67.0,792.0,191.0,3.0,700.0,1,3,8
8384,Eric Bledsoe,2014,"$13,000,000","$14,819,180",1989-12-09,2011.0,G,6-1,214.0,1416.0,763.0,24.0,PHO,43.0,40.0,19.6,0.426,235.0,69.0,202.0,183.0,50.0,265.0,5,28,7
8385,Nenê,2014,"$13,000,000","$14,819,180",1982-09-13,2003.0,F-C,6-11,250.0,,,,,,,,,,,,,,,3,-1,9
8386,Andrew Bogut,2014,"$12,972,973","$14,788,371",1984-11-28,2006.0,C,7-0,260.0,1769.0,492.0,29.0,GSW,67.0,67.0,17.0,0.171,112.0,47.0,671.0,22.0,0.0,235.0,0,11,18
8387,Derrick Favors,2014,"$12,950,000","$14,762,183",1991-07-15,2011.0,F-C,6-9,265.0,2201.0,970.0,22.0,UTA,73.0,73.0,19.0,0.38,91.0,75.0,637.0,190.0,0.0,390.0,3,35,17
8388,Rajon Rondo,2014,"$12,909,090","$14,715,549",1986-02-22,2007.0,G,6-1,180.0,998.0,350.0,27.0,BOS,30.0,30.0,15.3,0.191,294.0,40.0,164.0,42.0,26.0,141.0,5,1,7
8389,Joakim Noah,2014,"$12,700,000","$14,477,199",1985-02-25,2008.0,C,6-11,230.0,2820.0,1007.0,28.0,CHI,80.0,80.0,20.0,0.419,431.0,99.0,900.0,247.0,0.0,380.0,0,5,9
8390,Tony Parker,2014,"$12,500,000","$14,249,212",1982-05-17,2002.0,G,6-2,185.0,1997.0,1134.0,31.0,SAS,68.0,68.0,18.9,0.266,388.0,36.0,155.0,197.0,25.0,456.0,5,31,10
8391,Andre Iguodala,2014,"$12,289,544","$14,009,305",1984-01-28,2005.0,G-F,6-6,215.0,2040.0,588.0,30.0,GSW,63.0,63.0,13.7,0.288,263.0,95.0,293.0,86.0,62.0,220.0,6,11,14
8392,Serge Ibaka,2014,"$12,250,000","$13,964,228",1989-09-18,2010.0,F-C,6-10,235.0,2666.0,1227.0,24.0,OKC,81.0,81.0,19.6,0.203,85.0,39.0,709.0,156.0,23.0,524.0,3,25,8
8393,Nikola Pekovic,2014,"$12,100,000","$13,793,237",,,,,,1663.0,944.0,28.0,MIN,54.0,54.0,20.7,0.355,50.0,30.0,468.0,186.0,0.0,379.0,-1,19,-1
8394,Al Horford,2014,"$12,000,000","$13,679,243",1986-06-03,2008.0,C-F,6-9,240.0,958.0,538.0,27.0,ATL,29.0,29.0,22.0,0.202,76.0,27.0,244.0,58.0,4.0,238.0,1,0,17
8395,David West,2014,"$12,000,000","$13,679,243",1980-08-29,2004.0,F-C,6-9,250.0,2472.0,1118.0,33.0,IND,80.0,80.0,17.5,0.267,223.0,61.0,542.0,198.0,4.0,458.0,3,13,17
8396,Kevin Garnett,2014,"$12,000,000","$13,679,243",1976-05-19,1996.0,F-C,6-11,240.0,1109.0,352.0,37.0,BRK,54.0,54.0,13.3,0.132,82.0,43.0,358.0,38.0,0.0,157.0,3,2,9
8397,Andrea Bargnani,2014,"$12,000,000","$13,679,243",1985-10-26,2007.0,F-C,7-0,245.0,1257.0,558.0,28.0,NYK,42.0,39.0,14.5,0.203,45.0,14.0,222.0,84.0,30.0,222.0,3,24,18
8398,Kyle Lowry,2014,"$12,000,000","$13,679,243",1986-03-25,2007.0,G,6-0,196.0,2862.0,1417.0,27.0,TOR,79.0,79.0,20.1,0.356,586.0,121.0,369.0,313.0,190.0,457.0,5,33,6
8399,Ty Lawson,2014,"$11,595,506","$13,218,146",1987-11-03,2010.0,G,5-11,195.0,2222.0,1090.0,26.0,DEN,62.0,61.0,19.0,0.504,543.0,100.0,215.0,324.0,72.0,347.0,5,9,1
8400,DeAndre Jordan,2014,"$11,440,123","$13,041,019",1988-07-21,2009.0,C,6-11,265.0,2870.0,856.0,25.0,LAC,82.0,82.0,18.2,0.726,74.0,80.0,1114.0,160.0,0.0,348.0,0,14,9
8401,Nicolas Batum,2014,"$11,390,500","$12,984,452",1988-12-14,2009.0,F-G,6-8,230.0,2956.0,1070.0,25.0,POR,82.0,82.0,15.8,0.248,420.0,75.0,611.0,163.0,145.0,381.0,4,29,16
8402,Tyreke Evans,2014,"$11,265,416","$12,841,864",1989-09-19,2010.0,G-F,6-6,220.0,2028.0,1042.0,24.0,NOP,72.0,22.0,18.4,0.346,363.0,84.0,341.0,239.0,21.0,391.0,6,23,14
8403,JaVale McGee,2014,"$11,250,000","$12,824,291",1988-01-19,2009.0,C,7-0,270.0,79.0,35.0,26.0,DEN,5.0,5.0,10.2,0.026,2.0,1.0,17.0,1.0,0.0,17.0,0,9,18
8404,Larry Sanders,2014,"$11,000,000","$12,539,306",1988-11-21,2011.0,C-F,6-11,235.0,584.0,178.0,25.0,MIL,23.0,20.0,14.0,0.34,19.0,18.0,165.0,26.0,0.0,76.0,1,18,9
8405,Jrue Holiday,2014,"$11,000,000","$12,539,306",1990-06-12,2010.0,G,6-3,205.0,1143.0,487.0,23.0,NOP,34.0,34.0,17.1,0.139,268.0,56.0,142.0,51.0,30.0,203.0,5,23,11
8406,Danilo Gallinari,2014,"$10,854,850","$12,373,844",1988-08-08,2009.0,F,6-10,233.0,,,,,,,,,,,,,,,2,-1,8
8407,Stephen Curry,2014,"$10,629,213","$12,116,632",1988-03-14,2010.0,G,6-2,185.0,2846.0,1873.0,25.0,GSW,78.0,78.0,24.1,0.252,666.0,128.0,334.0,308.0,261.0,652.0,5,11,10
8408,Marcin Gortat,2014,"$10,434,782","$11,894,993",1984-02-17,2008.0,C-F,6-11,240.0,2655.0,1068.0,29.0,WAS,81.0,80.0,17.6,0.273,138.0,41.0,767.0,157.0,1.0,455.0,1,37,9
8409,Tim Duncan,2014,"$10,361,446","$11,811,395",1976-04-25,1998.0,F-C,6-11,250.0,2158.0,1119.0,37.0,SAS,74.0,74.0,21.3,0.349,220.0,43.0,721.0,231.0,0.0,444.0,3,31,9
8410,Gerald Wallace,2014,"$10,105,855","$11,520,037",1982-07-23,2002.0,F,6-7,215.0,1416.0,298.0,31.0,BOS,58.0,16.0,10.0,0.439,143.0,73.0,212.0,47.0,19.0,116.0,2,1,15
8411,Anderson Varejao,2014,"$9,800,000","$11,171,382",,,,,,1800.0,546.0,31.0,CLE,65.0,29.0,17.0,0.294,140.0,69.0,629.0,92.0,0.0,227.0,-1,7,-1
8412,Brendan Haywood,2014,"$9,798,000","$11,169,101",1979-11-27,2002.0,C,7-0,268.0,,,,,,,,,,,,,,,0,-1,18
8413,Luol Deng,2014,"$9,714,461","$11,073,873",1985-04-16,2005.0,F,6-9,237.0,2213.0,1011.0,28.0,TOT,63.0,63.0,15.2,0.312,183.0,62.0,361.0,212.0,57.0,371.0,2,34,17
8414,Steve Nash,2014,"$9,701,000","$11,058,528",1974-02-07,1997.0,G,6-3,195.0,313.0,102.0,39.0,LAL,15.0,10.0,12.2,0.255,86.0,7.0,29.0,22.0,8.0,36.0,5,15,11
8415,Kendrick Perkins,2014,"$9,588,889","$10,930,728",1984-11-10,2004.0,C,6-10,270.0,1207.0,211.0,29.0,OKC,62.0,62.0,6.3,0.347,67.0,26.0,305.0,37.0,0.0,87.0,0,25,8
8416,Paul Millsap,2014,"$9,500,000","$10,829,401",1985-02-10,2007.0,F,6-7,257.0,2482.0,1328.0,28.0,ATL,74.0,73.0,19.8,0.373,232.0,129.0,627.0,286.0,76.0,483.0,2,0,15
8417,DeMar DeRozan,2014,"$9,500,000","$10,829,401",1989-08-07,2010.0,G-F,6-6,220.0,3017.0,1791.0,24.0,TOR,79.0,79.0,18.4,0.448,313.0,86.0,343.0,519.0,64.0,604.0,6,33,14
8418,Tyrus Thomas,2014,"$9,460,664","$10,784,560",1986-08-17,2007.0,F,6-9,215.0,,,,,,,,,,,,,,,2,-1,17
8419,Mike Miller,2014,"$9,332,000","$10,637,891",1980-02-19,2001.0,F-G,6-8,218.0,1707.0,579.0,33.0,MEM,82.0,4.0,12.5,0.126,130.0,26.0,207.0,46.0,107.0,213.0,4,16,16
8420,Tiago Splitter,2014,"$9,250,000","$10,544,417",1985-01-01,2011.0,F-C,6-11,245.0,1271.0,483.0,29.0,SAS,59.0,50.0,16.5,0.5,90.0,29.0,363.0,121.0,0.0,181.0,3,31,9
8421,Jeff Green,2014,"$9,200,000","$10,487,420",1986-08-28,2008.0,F,6-8,235.0,2805.0,1382.0,27.0,BOS,82.0,82.0,13.1,0.304,138.0,57.0,380.0,283.0,135.0,482.0,2,1,16
8422,Thaddeus Young,2014,"$9,160,870","$10,442,814",1988-06-21,2008.0,F,6-8,235.0,2718.0,1417.0,25.0,PHI,79.0,78.0,16.6,0.178,182.0,167.0,476.0,163.0,90.0,582.0,2,27,16
8423,Lance Stephenson,2014,"$9,000,000","$10,259,432",1990-09-05,2011.0,G-F,6-6,230.0,2752.0,1080.0,23.0,IND,78.0,78.0,14.7,0.226,359.0,54.0,558.0,140.0,86.0,427.0,6,13,14
8424,Jordan Hill,2014,"$9,000,000","$10,259,432",1987-07-27,2010.0,C-F,6-10,235.0,1500.0,696.0,26.0,LAL,72.0,32.0,19.3,0.347,54.0,29.0,535.0,124.0,0.0,286.0,1,15,8
8425,Mike Conley,2014,"$8,760,000","$9,985,847",1987-10-11,2008.0,G,6-1,175.0,2446.0,1256.0,26.0,MEM,73.0,73.0,20.0,0.268,441.0,110.0,213.0,225.0,105.0,463.0,5,16,7
8426,Monta Ellis,2014,"$8,720,000","$9,940,250",1985-10-26,2006.0,G,6-3,185.0,3023.0,1560.0,28.0,DAL,82.0,82.0,16.8,0.336,471.0,141.0,295.0,339.0,69.0,576.0,5,8,11
8427,Marcus Thornton,2014,"$8,697,500","$9,914,601",1987-06-05,2010.0,G,6-4,205.0,1741.0,703.0,26.0,TOT,72.0,27.0,12.0,0.175,77.0,58.0,198.0,90.0,109.0,252.0,5,34,12
8428,Trevor Ariza,2014,"$8,600,000","$9,803,458",1985-06-30,2005.0,F,6-8,215.0,2723.0,1107.0,28.0,WAS,77.0,77.0,15.8,0.226,191.0,126.0,475.0,149.0,180.0,389.0,2,37,16
8429,Channing Frye,2014,"$8,579,088","$9,779,619",1983-05-17,2006.0,C-F,7-0,255.0,2312.0,910.0,30.0,PHO,82.0,82.0,13.2,0.122,98.0,60.0,416.0,78.0,160.0,336.0,1,28,18
8430,Landry Fields,2014,"$8,500,000","$9,689,464",1988-06-27,2011.0,F,6-7,210.0,322.0,68.0,25.0,TOR,30.0,2.0,8.6,0.328,20.0,10.0,59.0,14.0,0.0,27.0,2,33,15
8431,Ryan Anderson,2014,"$8,491,500","$9,679,774",1988-05-06,2009.0,F,6-9,240.0,795.0,436.0,25.0,NOP,22.0,14.0,18.8,0.175,17.0,10.0,142.0,59.0,67.0,155.0,2,23,17
8432,Marcus Camby,2014,"$8,354,416","$9,523,506",1974-03-22,1997.0,C-F,6-11,220.0,,,,,,,,,,,,,,,1,-1,9
8433,Drew Gooden,2014,"$8,128,490","$9,265,966",1981-09-24,2003.0,F,6-10,250.0,395.0,183.0,32.0,WAS,22.0,0.0,18.4,0.189,15.0,10.0,114.0,24.0,7.0,76.0,2,37,8
8434,Jeff Teague,2014,"$8,000,000","$9,119,495",1988-06-10,2010.0,G,6-3,195.0,2542.0,1304.0,25.0,ATL,79.0,79.0,17.1,0.362,528.0,89.0,208.0,318.0,74.0,456.0,5,0,11
8435,Taj Gibson,2014,"$8,000,000","$9,119,495",1985-06-24,2010.0,F,6-9,232.0,2351.0,1069.0,28.0,CHI,82.0,8.0,16.0,0.314,91.0,41.0,558.0,211.0,0.0,429.0,2,5,17
8436,Brandon Jennings,2014,"$8,000,000","$9,119,495",1989-09-23,2010.0,G,6-1,170.0,2728.0,1241.0,24.0,DET,80.0,79.0,15.6,0.283,609.0,101.0,244.0,241.0,154.0,423.0,5,10,7
8437,George Hill,2014,"$8,000,000","$9,119,495",1986-05-04,2009.0,G,6-4,188.0,2434.0,781.0,27.0,IND,76.0,76.0,13.4,0.286,265.0,75.0,283.0,142.0,95.0,272.0,5,13,12
8438,OJ Mayo,2014,"$8,000,000","$9,119,495",,,,,,,,,,,,,,,,,,,,-1,-1,-1
8439,Boris Diaw,2014,"$8,000,000","$9,119,495",1982-04-16,2004.0,F-C,6-8,250.0,1974.0,717.0,31.0,SAS,79.0,24.0,14.1,0.159,222.0,44.0,326.0,68.0,45.0,302.0,3,31,16
8440,Dirk Nowitzki,2014,"$7,974,482","$9,090,406",1978-06-19,1999.0,F,7-0,245.0,2628.0,1735.0,35.0,DAL,80.0,80.0,23.6,0.295,216.0,73.0,498.0,338.0,131.0,633.0,2,8,18
8441,Ersan Ilyasova,2014,"$7,900,000","$9,005,502",,,,,,1478.0,618.0,26.0,MIL,55.0,47.0,13.8,0.225,72.0,46.0,342.0,107.0,37.0,237.0,-1,18,-1
8442,Glen Davis,2014,"$7,827,985","$8,923,409",1986-01-01,2008.0,F-C,6-9,289.0,1662.0,641.0,28.0,TOT,68.0,44.0,13.1,0.231,77.0,58.0,351.0,95.0,4.0,271.0,3,34,17
8443,Tayshaun Prince,2014,"$7,707,865","$8,786,480",1980-02-28,2003.0,F,6-9,212.0,1948.0,454.0,33.0,MEM,76.0,76.0,8.2,0.122,119.0,39.0,234.0,34.0,20.0,200.0,2,16,17
8444,Al Harrington,2014,"$7,609,800","$8,674,692",1980-02-17,1999.0,F,6-9,230.0,511.0,225.0,33.0,WAS,34.0,0.0,9.7,0.169,28.0,14.0,80.0,27.0,34.0,82.0,2,37,17
8445,Arron Afflalo,2014,"$7,562,500","$8,620,773",1985-10-15,2008.0,G-F,6-5,210.0,2552.0,1330.0,28.0,ORL,73.0,73.0,16.0,0.332,248.0,35.0,262.0,274.0,128.0,464.0,6,26,13
8446,Goran Dragic,2014,"$7,500,000","$8,549,527",,,,,,2668.0,1542.0,27.0,PHO,76.0,75.0,21.4,0.381,447.0,104.0,245.0,316.0,122.0,552.0,-1,28,-1
8447,Kyrie Irving,2014,"$7,459,924","$8,503,843",1992-03-23,2012.0,G,6-2,195.0,2496.0,1478.0,21.0,CLE,71.0,71.0,20.1,0.273,433.0,108.0,259.0,291.0,123.0,532.0,5,7,10
8448,Josh Childress,2014,"$7,317,500","$8,341,488",1983-06-20,2005.0,G-F,6-8,210.0,24.0,0.0,30.0,NOP,4.0,0.0,3.9,,2.0,1.0,3.0,0.0,0.0,0.0,6,23,16
8449,Wesley Matthews,2014,"$7,245,640","$8,259,572",1986-10-14,2010.0,G,6-4,220.0,2780.0,1343.0,27.0,POR,82.0,82.0,15.7,0.298,197.0,76.0,289.0,252.0,201.0,445.0,5,29,12
8450,Isaiah Thomas,2014,"$7,238,606","$8,251,554",1989-02-07,2012.0,G,5-9,185.0,2497.0,1465.0,24.0,SAC,72.0,54.0,20.5,0.371,454.0,93.0,210.0,346.0,127.0,496.0,5,30,5
8451,Avery Bradley,2014,"$7,191,011","$8,197,299",1990-11-26,2011.0,G,6-3,180.0,1855.0,891.0,23.0,BOS,60.0,58.0,12.7,0.136,85.0,63.0,226.0,90.0,79.0,361.0,5,1,11
8452,Pau Gasol,2014,"$7,128,000","$8,125,470",1980-07-06,2002.0,C-F,7-0,250.0,1884.0,1041.0,33.0,LAL,60.0,60.0,19.3,0.287,201.0,27.0,580.0,187.0,4.0,425.0,1,15,18
8453,Jose Calderon,2014,"$7,097,191","$8,090,350",,,,,,2468.0,925.0,32.0,DAL,81.0,81.0,15.2,0.084,377.0,69.0,192.0,52.0,191.0,341.0,-1,8,-1
8454,Travis Outlaw,2014,"$7,000,000","$7,979,557",1984-09-18,2004.0,F,6-9,210.0,1065.0,343.0,29.0,SAC,63.0,4.0,10.4,0.16,48.0,20.0,168.0,42.0,41.0,130.0,2,30,17
8455,Marvin Williams,2014,"$7,000,000","$7,979,558",1986-06-19,2006.0,F,6-8,237.0,1674.0,603.0,27.0,UTA,66.0,50.0,14.0,0.139,78.0,54.0,334.0,57.0,84.0,231.0,2,35,16
8456,Manu Ginobili,2014,"$7,000,000","$7,979,558",,,,,,1550.0,838.0,36.0,SAS,68.0,3.0,20.0,0.3,293.0,70.0,202.0,160.0,90.0,294.0,-1,31,-1
8457,Amir Johnson,2014,"$7,000,000","$7,979,558",1987-05-01,2006.0,F-C,6-9,240.0,2214.0,799.0,26.0,TOR,77.0,72.0,15.4,0.234,115.0,56.0,505.0,91.0,20.0,344.0,3,33,17
8458,Brandon Bass,2014,"$6,950,000","$7,922,562",1985-04-30,2006.0,F,6-8,250.0,2266.0,911.0,28.0,BOS,82.0,73.0,15.0,0.33,87.0,36.0,470.0,205.0,2.0,352.0,2,1,16
8459,JJ Redick,2014,"$6,792,500","$7,743,021",,,,,,,,,,,,,,,,,,,,-1,-1,-1
8460,Kevin Martin,2014,"$6,792,500","$7,743,021",1983-02-01,2005.0,G,6-7,199.0,2177.0,1298.0,30.0,MIN,68.0,68.0,16.3,0.332,121.0,66.0,203.0,303.0,115.0,440.0,5,19,15
8461,Wilson Chandler,2014,"$6,754,913","$7,700,175",1987-05-10,2008.0,F,6-8,235.0,1927.0,846.0,26.0,DEN,62.0,55.0,12.4,0.206,114.0,46.0,294.0,110.0,122.0,307.0,2,9,16
8462,Carl Landry,2014,"$6,750,000","$7,694,574",1983-09-19,2008.0,F,6-9,248.0,233.0,76.0,30.0,SAC,18.0,1.0,11.2,0.283,5.0,3.0,57.0,14.0,0.0,31.0,2,30,17
8463,Derrick Williams,2014,"$6,679,866","$7,614,626",1991-05-25,2012.0,F,6-8,240.0,1820.0,624.0,22.0,TOT,78.0,15.0,11.5,0.537,56.0,48.0,323.0,186.0,26.0,206.0,2,34,16
8464,Jason Richardson,2014,"$6,601,125","$7,524,866",1981-01-20,2002.0,G,6-6,220.0,,,,,,,,,,,,,,,5,-1,14
8465,Greivis Vasquez,2014,"$6,400,000","$7,295,596",,,,,,1779.0,758.0,27.0,TOT,79.0,23.0,14.1,0.164,323.0,31.0,173.0,95.0,109.0,277.0,-1,34,-1
8466,Jarrett Jack,2014,"$6,300,000","$7,181,602",1983-10-28,2006.0,G,6-3,200.0,2252.0,760.0,30.0,CLE,80.0,31.0,11.5,0.213,324.0,56.0,223.0,125.0,63.0,286.0,5,7,11
8467,Kyle Korver,2014,"$6,253,521","$7,128,619",1981-03-17,2004.0,G-F,6-7,212.0,2408.0,850.0,32.0,ATL,71.0,71.0,13.5,0.154,208.0,70.0,282.0,87.0,185.0,289.0,6,0,15
8468,Jason Thompson,2014,"$6,037,500","$6,882,369",1986-07-21,2009.0,F-C,6-11,250.0,2007.0,586.0,27.0,SAC,82.0,61.0,11.1,0.292,53.0,32.0,527.0,84.0,0.0,251.0,3,30,9
8469,Enes Kanter,2014,"$6,008,106","$6,848,862",,,,,,2138.0,987.0,21.0,UTA,80.0,37.0,15.6,0.239,75.0,28.0,598.0,149.0,0.0,419.0,-1,35,-1
8470,Gerald Henderson,2014,"$6,000,000","$6,839,621",1956-01-16,1980.0,G,6-2,175.0,2461.0,1081.0,26.0,CHA,77.0,77.0,13.1,0.332,199.0,51.0,310.0,235.0,40.0,403.0,5,3,10
8471,Jodie Meeks,2014,"$6,000,000","$6,839,621",1987-08-21,2010.0,G,6-4,210.0,2556.0,1209.0,26.0,LAL,77.0,70.0,14.7,0.289,138.0,111.0,194.0,221.0,162.0,413.0,5,15,12
8472,JR Smith,2014,"$5,982,375","$6,819,530",,,,,,,,,,,,,,,,,,,,-1,-1,-1
8473,Chuck Hayes,2014,"$5,958,750","$6,792,599",1983-06-11,2006.0,F-C,6-6,240.0,754.0,132.0,30.0,TOT,61.0,1.0,10.0,0.192,35.0,34.0,210.0,20.0,0.0,56.0,3,34,14
8474,Patrick Patterson,2014,"$5,831,326","$6,647,344",1989-03-14,2011.0,F,6-8,235.0,1533.0,555.0,24.0,TOT,65.0,13.0,14.6,0.145,78.0,55.0,342.0,50.0,55.0,225.0,2,34,16
8475,Jose Juan Barea,2014,"$5,822,078","$6,636,801",,,,,,,,,,,,,,,,,,,,-1,-1,-1
8476,PJ Tucker,2014,"$5,700,000","$6,497,640",,,,,,,,,,,,,,,,,,,,-1,-1,-1
8477,Anthony Davis,2014,"$5,607,240","$6,391,900",1993-03-11,2013.0,F-C,6-10,253.0,2358.0,1394.0,20.0,NOP,67.0,66.0,26.5,0.438,105.0,89.0,673.0,348.0,2.0,522.0,3,23,8
8478,Anthony Bennett,2014,"$5,563,920","$6,342,518",1993-03-14,2014.0,F,6-8,245.0,663.0,217.0,20.0,CLE,52.0,0.0,6.9,0.307,17.0,21.0,155.0,44.0,13.0,80.0,2,7,16
8479,Andrew Wiggins,2014,"$5,510,640","$6,281,782",1995-02-23,2015.0,F-G,6-7,197.0,,,,,,,,,,,,,,,4,-1,15
8480,Greg Monroe,2014,"$5,479,933","$6,246,778",1990-06-04,2011.0,C-F,6-11,265.0,2690.0,1249.0,23.0,DET,82.0,82.0,18.1,0.362,171.0,91.0,760.0,241.0,0.0,504.0,1,10,9
8481,Jason Terry,2014,"$5,450,000","$6,212,656",1977-09-15,2000.0,G,6-2,185.0,570.0,159.0,36.0,BRK,35.0,0.0,7.4,0.099,56.0,13.0,37.0,10.0,39.0,55.0,5,2,10
8482,Jamal Crawford,2014,"$5,450,000","$6,212,656",1980-03-20,2001.0,G,6-5,185.0,2094.0,1282.0,33.0,LAC,69.0,24.0,17.3,0.318,223.0,59.0,158.0,279.0,161.0,421.0,5,14,13
8483,Courtney Lee,2014,"$5,450,000","$6,212,656",1985-10-03,2009.0,G,6-5,215.0,1973.0,761.0,28.0,TOT,79.0,47.0,13.8,0.182,115.0,65.0,187.0,99.0,72.0,295.0,5,34,13
8484,Louis Williams,2014,"$5,450,000","$6,212,656",,,,,,,,,,,,,,,,,,,,-1,-1,-1
8485,Tristan Thompson,2014,"$5,421,233","$6,179,863",1991-03-13,2012.0,F-C,6-9,254.0,2594.0,961.0,22.0,CLE,82.0,82.0,14.9,0.445,72.0,42.0,754.0,235.0,0.0,363.0,3,7,17
8486,JJ Hickson,2014,"$5,381,750","$6,134,855",,,,,,,,,,,,,,,,,,,,-1,-1,-1
8487,Martell Webster,2014,"$5,381,750","$6,134,855",1986-12-04,2006.0,G-F,6-7,230.0,2157.0,759.0,27.0,WAS,78.0,13.0,11.5,0.213,97.0,41.0,222.0,105.0,146.0,254.0,6,37,15
8488,Robin Lopez,2014,"$5,340,229","$6,087,524",1988-04-01,2009.0,C,7-0,281.0,2603.0,908.0,25.0,POR,82.0,82.0,17.7,0.376,73.0,25.0,700.0,198.0,0.0,355.0,0,29,18
8489,Nikola Mirotic,2014,"$5,305,000","$6,047,365",,,,,,,,,,,,,,,,,,,,-1,-1,-1
8490,Shaun Livingston,2014,"$5,305,000","$6,047,365",1985-09-11,2005.0,G,6-7,192.0,1974.0,629.0,28.0,BRK,76.0,54.0,14.5,0.392,245.0,93.0,246.0,158.0,1.0,235.0,5,2,15
8491,Spencer Hawes,2014,"$5,305,000","$6,047,365",1988-04-28,2008.0,C-F,7-1,245.0,2470.0,1053.0,25.0,TOT,80.0,78.0,15.7,0.172,240.0,44.0,660.0,119.0,128.0,403.0,1,34,19
8492,Josh McRoberts,2014,"$5,305,000","$6,047,365",1987-02-28,2008.0,F,6-10,240.0,2360.0,661.0,26.0,CHA,78.0,78.0,13.8,0.15,333.0,58.0,373.0,62.0,105.0,247.0,2,3,8
8493,Paul Pierce,2014,"$5,305,000","$6,047,365",1977-10-13,1999.0,F-G,6-7,235.0,2098.0,1010.0,36.0,BRK,75.0,68.0,16.8,0.435,178.0,86.0,348.0,256.0,112.0,321.0,4,2,15
8494,Chris Andersen,2014,"$5,300,000","$6,041,666",1978-07-07,2002.0,C-F,6-10,245.0,1396.0,477.0,35.0,MIA,72.0,0.0,18.5,0.615,19.0,32.0,379.0,120.0,3.0,177.0,1,17,8
8495,Zaza Pachulia,2014,"$5,200,000","$5,927,672",1984-02-10,2004.0,C,6-11,270.0,1325.0,408.0,29.0,MIL,53.0,43.0,14.0,0.372,136.0,45.0,333.0,110.0,0.0,149.0,0,18,9
8496,Ricky Rubio,2014,"$5,070,686","$5,780,262",1990-10-21,2012.0,G,6-2,190.0,2638.0,781.0,23.0,MIN,82.0,82.0,15.4,0.422,704.0,191.0,342.0,227.0,44.0,255.0,5,19,10
8497,Michael Kidd-Gilchrist,2014,"$5,016,960","$5,719,018",1993-09-26,2013.0,F,6-6,232.0,1502.0,448.0,20.0,CHA,62.0,62.0,12.0,0.521,52.0,43.0,324.0,113.0,1.0,167.0,2,3,14
8498,Tony Allen,2014,"$5,000,000","$5,699,684",1982-01-11,2005.0,G-F,6-4,213.0,1278.0,495.0,32.0,MEM,55.0,28.0,15.6,0.293,94.0,90.0,208.0,76.0,11.0,204.0,6,16,12
